instance_name,best_model,local_max_k
qspiflash_dualflexpress_divfive-p054,linear,10.0
qspiflash_dualflexpress_divfive-p058,linear,10.0
qspiflash_dualflexpress_divfive-p074,nonlinear,10.0
qspiflash_dualflexpress_divfive-p079,linear,10.0
qspiflash_dualflexpress_divfive-p092,linear,10.0
qspiflash_dualflexpress_divfive-p097,linear,10.0
qspiflash_dualflexpress_divfive-p112,linear,10.0
qspiflash_dualflexpress_divfive-p116,linear,10.0
qspiflash_dualflexpress_divfive-p120,linear,10.0
qspiflash_dualflexpress_divfive-p126,linear,10.0
qspiflash_dualflexpress_divfive-p127,linear,10.0
qspiflash_dualflexpress_divfive-p128,linear,10.0
qspiflash_dualflexpress_divfive-p133,linear,10.0
qspiflash_dualflexpress_divfive-p135,nonlinear,10.0
qspiflash_dualflexpress_divfive-p136,linear,10.0
qspiflash_dualflexpress_divfive-p143,linear,10.0
qspiflash_dualflexpress_divfive-p154,nonlinear,10.0
qspiflash_dualflexpress_divfive-p161,linear,10.0
qspiflash_dualflexpress_divfive-p164,linear,10.0
qspiflash_dualflexpress_divthree-p005,nonlinear,10.0
qspiflash_dualflexpress_divthree-p006,linear,10.0
qspiflash_dualflexpress_divthree-p007,nonlinear,10.0
qspiflash_dualflexpress_divthree-p010,nonlinear,10.0
qspiflash_dualflexpress_divthree-p012,nonlinear,10.0
qspiflash_dualflexpress_divthree-p032,nonlinear,10.0
qspiflash_dualflexpress_divthree-p034,nonlinear,10.0
qspiflash_dualflexpress_divthree-p046,linear,10.0
qspiflash_dualflexpress_divthree-p054,linear,10.0
qspiflash_dualflexpress_divthree-p068,linear,10.0
qspiflash_dualflexpress_divthree-p069,nonlinear,10.0
qspiflash_dualflexpress_divthree-p075,linear,10.0
qspiflash_dualflexpress_divthree-p076,nonlinear,10.0
qspiflash_dualflexpress_divthree-p085,linear,10.0
qspiflash_dualflexpress_divthree-p094,linear,10.0
qspiflash_dualflexpress_divthree-p106,linear,10.0
qspiflash_dualflexpress_divthree-p111,linear,10.0
qspiflash_dualflexpress_divthree-p113,linear,10.0
qspiflash_dualflexpress_divthree-p121,linear,10.0
qspiflash_dualflexpress_divthree-p124,linear,10.0
qspiflash_dualflexpress_divthree-p134,linear,10.0
qspiflash_dualflexpress_divthree-p136,linear,10.0
qspiflash_dualflexpress_divthree-p141,linear,10.0
qspiflash_dualflexpress_divthree-p143,linear,10.0
qspiflash_dualflexpress_divthree-p151,linear,10.0
qspiflash_dualflexpress_divthree-p153,linear,10.0
qspiflash_dualflexpress_divthree-p158,linear,10.0
qspiflash_dualflexpress_divthree-p161,linear,10.0
qspiflash_dualflexpress_divthree-p164,linear,10.0
qspiflash_qflexpress_divfive-p017,linear,10.0
qspiflash_qflexpress_divfive-p029,linear,10.0
qspiflash_qflexpress_divfive-p036,linear,10.0
qspiflash_qflexpress_divfive-p038,linear,10.0
qspiflash_qflexpress_divfive-p048,nonlinear,10.0
qspiflash_qflexpress_divfive-p063,linear,10.0
qspiflash_qflexpress_divfive-p064,linear,10.0
qspiflash_qflexpress_divfive-p067,nonlinear,10.0
qspiflash_qflexpress_divfive-p075,linear,10.0
qspiflash_qflexpress_divfive-p079,linear,10.0
qspiflash_qflexpress_divfive-p094,linear,10.0
qspiflash_qflexpress_divfive-p100,linear,10.0
qspiflash_qflexpress_divfive-p104,linear,10.0
qspiflash_qflexpress_divfive-p107,linear,10.0
qspiflash_qflexpress_divfive-p113,nonlinear,10.0
qspiflash_qflexpress_divfive-p121,linear,10.0
qspiflash_qflexpress_divfive-p122,linear,10.0
qspiflash_qflexpress_divfive-p137,linear,10.0
qspiflash_qflexpress_divfive-p139,linear,10.0
rast-p00,nonlinear,10.0
rast-p01,nonlinear,10.0
rast-p03,nonlinear,10.0
rast-p04,nonlinear,10.0
rast-p06,nonlinear,10.0
rast-p11,nonlinear,10.0
rast-p18,nonlinear,10.0
rast-p19,nonlinear,10.0
rast-p21,nonlinear,10.0
ridecore,nonlinear,10.0
ringp0,linear,10.0
shift1add2048,linear,10.0
shift1add256,linear,10.0
shift1add262144,linear,10.0
shift1add512,linear,10.0
shift_register_top_w128_d16_e0,nonlinear,10.0
shift_register_top_w16_d16_e0,nonlinear,10.0
shift_register_top_w16_d32_e0,nonlinear,10.0
shift_register_top_w16_d64_e0,nonlinear,10.0
shift_register_top_w16_d8_e0,nonlinear,10.0
shift_register_top_w32_d16_e0,nonlinear,10.0
shift_register_top_w32_d8_e0,nonlinear,10.0
shift_register_top_w64_d8_e0,nonlinear,10.0
simple_alu,linear,10.0
srg5ptimo,linear,10.0
stack-p2,nonlinear,10.0
texasifetch1p1,linear,10.0
texasifetch1p8,linear,10.0
texasparsesysp2,nonlinear,10.0
texasparsesysp3,nonlinear,10.0
texaspimainp01,nonlinear,10.0
texaspimainp05,nonlinear,10.0
texaspimainp12,nonlinear,10.0
vcegar_QF_BV_ar,nonlinear,10.0
vcegar_QF_BV_itc99_b13_p10,linear,10.0
vcegar_arrays_itc99_b12_p2,nonlinear,10.0
vgasim_imgfifo-p047,linear,10.0
vgasim_imgfifo-p064,linear,10.0
vgasim_imgfifo-p066,linear,10.0
vgasim_imgfifo-p082,linear,10.0
vgasim_imgfifo-p089,nonlinear,10.0
vgasim_imgfifo-p093,linear,10.0
vgasim_imgfifo-p099,nonlinear,10.0
vgasim_imgfifo-p105,linear,10.0
vis4arbitp1,nonlinear,10.0
vis_arrays_am2901,nonlinear,10.0
vis_arrays_am2910_p1,linear,10.0
vis_arrays_am2910_p2,linear,10.0
vis_arrays_am2910_p3,linear,10.0
vis_arrays_buf_bug,nonlinear,10.0
visarbiter,linear,10.0
viscoherencep2,nonlinear,10.0
viscoherencep3,nonlinear,10.0
viselevatorp1,linear,10.0
viselevatorp2,linear,10.0
viselevatorp3,linear,10.0
visemodel,linear,10.0
visprodcellp01,linear,10.0
zipcpu-busdelay-p00,linear,10.0
zipcpu-busdelay-p15,nonlinear,10.0
zipcpu-busdelay-p30,linear,10.0
zipcpu-busdelay-p36,nonlinear,10.0
zipcpu-busdelay-p43,linear,10.0
zipcpu-busdelay-p46,linear,10.0
zipcpu-busdelay-p47,linear,10.0
zipcpu-pfcache-p01,nonlinear,10.0
zipcpu-pfcache-p02,nonlinear,10.0
zipcpu-pfcache-p13,nonlinear,10.0
zipcpu-pfcache-p20,nonlinear,10.0
zipcpu-pfcache-p22,nonlinear,10.0
zipcpu-pfcache-p24,nonlinear,10.0
zipcpu-pfcache-p27,nonlinear,10.0
zipcpu-pfcache-p28,nonlinear,10.0
zipcpu-zipmmu-p00,nonlinear,10.0
zipcpu-zipmmu-p02,nonlinear,10.0
zipcpu-zipmmu-p09,linear,10.0
zipcpu-zipmmu-p14,nonlinear,10.0
zipcpu-zipmmu-p26,nonlinear,10.0
zipcpu-zipmmu-p31,nonlinear,10.0
zipcpu-zipmmu-p33,nonlinear,10.0
zipcpu-zipmmu-p39,nonlinear,10.0
zipcpu-zipmmu-p48,nonlinear,10.0
zipversa_composecrc_prf-p00,linear,10.0
zipversa_composecrc_prf-p07,linear,10.0
zipversa_composecrc_prf-p11,linear,10.0
zipversa_composecrc_prf-p15,linear,10.0
zipversa_composecrc_prf-p17,linear,10.0
zipversa_composecrc_prf-p22,linear,10.0
