instance_name,K,category,formula_size,proofdoor_size,formula-pd-size-ratio,smallest_interpolant_size,largest_interpolant_size,cadical_solving_time
pdtvisvsa16a27,10,linear,12673771,349,36314.53,3,66,
pdtvsar8multip13,10,linear,9695986,28,346285.21,1,3,
pdtvsar8multip23,10,linear,9686306,22,440286.64,1,3,
pdtvsarmultip08,10,linear,3878520,26,149173.85,1,3,
pdtvsarmultip13,10,linear,3843826,28,137279.50,1,3,
picorv32-check-p05,10,linear,40693146,2001,20336.40,1,563,
picorv32-check-p12,10,linear,40693146,1899,21428.72,1,618,
picorv32-check-p19,10,linear,40693146,439,92695.09,1,126,
picorv32-check-p22,10,linear,40693146,1851,21984.41,1,757,
picorv32_mutAX_nomem-p2,1,exponential,20191006,1,20191006.00,1,1,
picorv32_mutAX_nomem-p2,2,exponential,31873657,8,3984207.12,1,7,
picorv32_mutAX_nomem-p2,3,exponential,42470878,21,2022422.76,1,16,
picorv32_mutAX_nomem-p2,4,exponential,54962063,77,713793.03,7,32,
picorv32_mutAX_nomem-p2,5,exponential,66913413,136,492010.39,1,55,
picorv32_mutAX_nomem-p2,6,exponential,78051300,130,600394.62,1,60,
picorv32_mutAX_nomem-p2,7,exponential,89189186,318,280469.14,1,84,
picorv32_mutAX_nomem-p5,1,exponential,20184682,1,20184682.00,1,1,
picorv32_mutAX_nomem-p5,2,exponential,31863661,8,3982957.62,1,7,
picorv32_mutAX_nomem-p5,3,exponential,42457550,55,771955.45,8,33,
picorv32_mutAX_nomem-p5,4,exponential,54944808,330,166499.42,8,165,
picorv32_mutAX_nomem-p5,5,exponential,66892401,697,95971.88,8,242,
picorv32_mutAX_nomem-p5,6,exponential,78026786,1212,64378.54,8,481,
picorv32_mutAX_nomem-p5,7,exponential,89161170,5688,15675.31,8,2435,
picorv32_mutAY_nomem-p6,1,exponential,17903698,2,8951849.00,2,2,
picorv32_mutAY_nomem-p6,2,exponential,27824938,4,6956234.50,2,2,
picorv32_mutAY_nomem-p6,3,exponential,37650350,26,1448090.38,2,22,
picorv32_mutAY_nomem-p6,4,exponential,47042438,54,871156.26,2,28,
picorv32_mutAY_nomem-p6,5,exponential,58449156,94,621799.53,2,36,
picorv32_mutAY_nomem-p6,6,exponential,69185029,164,421859.93,2,74,
picorv32_mutBX_nomem-p5,1,exponential,20183194,1,20183194.00,1,1,
picorv32_mutBX_nomem-p5,2,exponential,31861309,8,3982663.62,1,7,
picorv32_mutBX_nomem-p5,3,exponential,42454414,55,771898.44,8,33,
picorv32_mutBX_nomem-p5,4,exponential,54940748,483,113748.96,8,183,
picorv32_mutBX_nomem-p5,5,exponential,66887457,591,113176.75,8,212,
picorv32_mutBX_nomem-p5,6,exponential,78021018,1882,41456.44,8,813,
picorv32_mutBX_nomem-p5,7,exponential,89154578,4760,18729.95,8,2278,
picorv32_mutBY_nomem-p1,1,exponential,17913370,1,17913370.00,1,1,
picorv32_mutBY_nomem-p1,2,exponential,27839992,8,3479999.00,1,7,
picorv32_mutBY_nomem-p1,3,exponential,37670734,23,1637858.00,1,18,
picorv32_mutBY_nomem-p1,4,exponential,47067918,39,1206869.69,1,18,
picorv32_mutBY_nomem-p1,5,exponential,58480824,57,1025979.37,1,21,
picorv32_mutBY_nomem-p1,6,exponential,69222521,294,235450.75,1,128,
picorv32_mutBY_nomem-p1,7,exponential,79099154,359,220331.91,1,106,
picorv32_mutBY_nomem-p3,1,exponential,17913370,1,17913370.00,1,1,
picorv32_mutBY_nomem-p3,2,exponential,27839992,8,3479999.00,1,7,
picorv32_mutBY_nomem-p3,3,exponential,37670734,23,1637858.00,1,18,
picorv32_mutBY_nomem-p3,4,exponential,47067918,39,1206869.69,1,18,
picorv32_mutBY_nomem-p3,5,exponential,58480824,57,1025979.37,1,21,
picorv32_mutBY_nomem-p3,6,exponential,69222521,294,235450.75,1,128,
picorv32_mutBY_nomem-p3,7,exponential,79099154,359,220331.91,1,106,
picorv32_mutBY_nomem-p4,1,exponential,17902210,2,8951105.00,2,2,
picorv32_mutBY_nomem-p4,2,exponential,27822622,18,1545701.22,2,16,
picorv32_mutBY_nomem-p4,3,exponential,37647214,54,697170.63,2,36,
picorv32_mutBY_nomem-p4,4,exponential,47038518,378,124440.52,2,135,
picorv32_mutBY_nomem-p4,5,exponential,58444284,3310,17656.88,2,2678,
picorv32_mutBY_nomem-p6,1,exponential,17902210,2,8951105.00,2,2,
picorv32_mutBY_nomem-p6,2,exponential,27822622,4,6955655.50,2,2,
picorv32_mutBY_nomem-p6,3,exponential,37647214,26,1447969.77,2,22,
picorv32_mutBY_nomem-p6,4,exponential,47038518,54,871083.67,2,28,
picorv32_mutBY_nomem-p6,5,exponential,58444284,94,621747.70,2,36,
picorv32_mutBY_nomem-p6,6,exponential,69179261,164,421824.76,2,74,
picorv32_mutBY_nomem-p7,1,exponential,17902582,1,17902582.00,1,1,
picorv32_mutBY_nomem-p7,2,exponential,27823201,8,3477900.12,1,7,
picorv32_mutBY_nomem-p7,3,exponential,37647998,54,697185.15,2,35,
picorv32_mutBY_nomem-p7,4,exponential,47039498,293,160544.36,2,157,
picorv32_mutBY_nomem-p7,5,exponential,58445502,426,137196.01,2,190,
picorv32_mutBY_nomem-p7,6,exponential,69180703,1732,39942.67,2,1022,
picorv32_mutBY_nomem-p7,7,exponential,79051362,2444,32345.07,2,1055,
picorv32_mutCX_nomem-p0,1,exponential,20190262,1,20190262.00,1,1,
picorv32_mutCX_nomem-p0,2,exponential,31872481,8,3984060.12,1,7,
picorv32_mutCX_nomem-p0,3,exponential,42469310,21,2022348.10,1,16,
picorv32_mutCX_nomem-p0,4,exponential,54960033,77,713766.66,7,32,
picorv32_mutCX_nomem-p0,5,exponential,66910941,136,491992.21,1,55,
picorv32_mutCX_nomem-p0,6,exponential,78048416,130,600372.43,1,60,
picorv32_mutCX_nomem-p0,7,exponential,89185890,525,169877.89,1,211,
picorv32_mutCY_nomem-p0,1,exponential,17914114,1,17914114.00,1,1,
picorv32_mutCY_nomem-p0,2,exponential,27841150,8,3480143.75,1,7,
picorv32_mutCY_nomem-p0,3,exponential,37672302,23,1637926.17,1,18,
picorv32_mutCY_nomem-p0,4,exponential,47069878,39,1206919.95,1,18,
picorv32_mutCY_nomem-p0,5,exponential,58483260,82,713210.49,1,36,
picorv32_mutCY_nomem-p0,6,exponential,69225405,213,325001.90,1,64,
picorv32_mutCY_nomem-p0,7,exponential,79102450,541,146215.25,1,388,
picorv32_mutCY_nomem-p3,1,exponential,17914114,1,17914114.00,1,1,
picorv32_mutCY_nomem-p3,2,exponential,27841150,8,3480143.75,1,7,
picorv32_mutCY_nomem-p3,3,exponential,37672302,23,1637926.17,1,18,
picorv32_mutCY_nomem-p3,4,exponential,47069878,39,1206919.95,1,18,
picorv32_mutCY_nomem-p3,5,exponential,58483260,82,713210.49,1,36,
picorv32_mutCY_nomem-p3,6,exponential,69225405,208,332814.45,1,64,
picorv32_mutCY_nomem-p3,7,exponential,79102450,540,146486.02,1,388,
pj2002,10,linear,77849354,95,819466.88,2,18,
pj2003,10,linear,77849354,95,819466.88,2,18,
pj2007,10,linear,36707886,279,131569.48,4,61,
pj2010,10,linear,39026222,48,813046.29,3,7,
pj2016,10,linear,77324564,2540,30442.74,9,862,
pj2018,10,linear,57757255,2963,19492.83,14,1128,
power2bit128,10,linear,133817,53,2524.85,1,8,
power2bit8,10,linear,90398,34,2658.76,1,4,
prodcellp0neg,10,linear,2119358,960,2207.66,16,199,
prodcellp1,10,linear,2119358,957,2214.59,16,199,
prodcellp2neg,10,linear,2119358,957,2214.59,16,199,
prodcellp4,10,linear,2663626,423,6296.99,4,64,
productioncellp0,10,linear,2119358,960,2207.66,16,199,
qspiflash_dualflexpress_divfive-p007,1,exponential,851138,1,851138.00,1,1,
qspiflash_dualflexpress_divfive-p007,2,exponential,1332395,2,666197.50,1,1,
qspiflash_dualflexpress_divfive-p007,3,exponential,1807950,4,451987.50,1,2,
qspiflash_dualflexpress_divfive-p007,4,exponential,2257218,121,18654.69,1,101,
qspiflash_dualflexpress_divfive-p007,5,exponential,2827720,4353,649.60,2,3890,
qspiflash_dualflexpress_divfive-p007,6,exponential,3358019,3149,1066.38,2,1076,
qspiflash_dualflexpress_divfive-p054,10,linear,5492263,42,130768.17,1,8,
qspiflash_dualflexpress_divfive-p074,1,exponential,861650,1,861650.00,1,1,
qspiflash_dualflexpress_divfive-p074,2,exponential,1348919,3,449639.67,1,2,
qspiflash_dualflexpress_divfive-p074,3,exponential,1830414,112,16342.98,37,38,
qspiflash_dualflexpress_divfive-p074,4,exponential,2285298,151,15134.42,37,39,
qspiflash_dualflexpress_divfive-p074,5,exponential,2862928,192,14911.08,37,40,
qspiflash_dualflexpress_divfive-p074,6,exponential,3399851,312,10896.96,37,80,
qspiflash_dualflexpress_divfive-p074,7,exponential,3883894,6296,616.88,45,4884,
qspiflash_dualflexpress_divfive-p074,8,exponential,4367936,14125,309.23,47,6808,
qspiflash_dualflexpress_divfive-p074,10,exponential,5560771,20433,272.15,43,13320,
qspiflash_dualflexpress_divfive-p120,1,exponential,851138,1,851138.00,1,1,
qspiflash_dualflexpress_divfive-p120,2,exponential,1332395,2,666197.50,1,1,
qspiflash_dualflexpress_divfive-p120,3,exponential,1807950,35,51655.71,1,17,
qspiflash_dualflexpress_divfive-p120,4,exponential,2257218,53,42589.02,1,18,
qspiflash_dualflexpress_divfive-p120,5,exponential,2827720,71,39827.04,2,18,
qspiflash_dualflexpress_divfive-p120,6,exponential,3358019,90,37311.32,2,19,
qspiflash_dualflexpress_divfive-p120,7,exponential,3836086,111,34559.33,2,20,
qspiflash_dualflexpress_divfive-p120,8,exponential,4314152,817,5280.48,2,460,
qspiflash_dualflexpress_divfive-p120,9,exponential,4792218,524,9145.45,2,272,
qspiflash_dualflexpress_divfive-p120,10,exponential,5492263,551,9967.81,2,212,
qspiflash_dualflexpress_divfive-p120,11,exponential,5990478,553,10832.69,2,173,
qspiflash_dualflexpress_divfive-p120,12,exponential,6601469,1184,5575.57,2,374,
qspiflash_dualflexpress_divfive-p120,13,exponential,7108333,821,8658.14,2,196,
qspiflash_dualflexpress_divfive-p120,14,exponential,7615197,921,8268.40,2,324,
qspiflash_dualflexpress_divfive-p120,15,exponential,8122062,1512,5371.73,2,426,
qspiflash_dualflexpress_divfive-p120,16,exponential,8628926,3428,2517.19,2,1985,
qspiflash_dualflexpress_divfive-p120,17,exponential,9135790,2159,4231.49,2,688,
qspiflash_dualflexpress_divfive-p120,18,exponential,9642654,2431,3966.54,2,518,
qspiflash_dualflexpress_divfive-p120,19,exponential,10149518,4735,2143.51,2,1896,
qspiflash_dualflexpress_divfive-p120,20,exponential,10656382,4527,2353.96,2,1049,
qspiflash_dualflexpress_divfive-p120,21,exponential,11606864,5803,2000.15,2,2042,
qspiflash_dualflexpress_divfive-p120,22,exponential,12133877,2794,4342.83,2,540,
qspiflash_dualflexpress_divfive-p120,23,exponential,12660890,6983,1813.10,2,1768,
qspiflash_dualflexpress_divfive-p120,24,exponential,13187903,3780,3488.86,2,797,
qspiflash_dualflexpress_divfive-p120,25,exponential,13714916,6534,2099.01,2,1013,
qspiflash_dualflexpress_divfive-p128,10,linear,5492263,1256,4372.82,2,713,
qspiflash_dualflexpress_divthree-p012,1,exponential,847020,1,847020.00,1,1,
qspiflash_dualflexpress_divthree-p012,2,exponential,1325938,3,441979.33,1,2,
qspiflash_dualflexpress_divthree-p012,3,exponential,1799182,39,46132.87,3,32,
qspiflash_dualflexpress_divthree-p012,4,exponential,2246266,1778,1263.37,14,1517,
qspiflash_dualflexpress_divthree-p012,5,exponential,2813995,11935,235.78,13,8426,
qspiflash_dualflexpress_divthree-p012,8,exponential,4293202,32075,133.85,14,14260,
qspiflash_dualflexpress_divthree-p034,1,exponential,857240,1,857240.00,1,1,
qspiflash_dualflexpress_divthree-p034,2,exponential,1342003,3,447334.33,1,2,
qspiflash_dualflexpress_divthree-p034,3,exponential,1821022,6,303503.67,1,3,
qspiflash_dualflexpress_divthree-p034,4,exponential,2273566,10,227356.60,1,4,
qspiflash_dualflexpress_divthree-p034,5,exponential,2848225,15,189881.67,1,5,
qspiflash_dualflexpress_divthree-p034,6,exponential,3382387,21,161066.05,1,6,
qspiflash_dualflexpress_divthree-p034,7,exponential,3863940,28,137997.86,1,7,
qspiflash_dualflexpress_divthree-p034,8,exponential,4345492,36,120708.11,1,8,
qspiflash_dualflexpress_divthree-p034,9,exponential,4827044,45,107267.64,1,9,
qspiflash_dualflexpress_divthree-p034,10,exponential,5532191,49,112901.86,1,9,
qspiflash_dualflexpress_divthree-p034,11,exponential,6034039,56,107750.70,1,9,
qspiflash_dualflexpress_divthree-p068,1,exponential,857240,1,857240.00,1,1,
qspiflash_dualflexpress_divthree-p068,2,exponential,1342003,3,447334.33,1,2,
qspiflash_dualflexpress_divthree-p068,3,exponential,1821022,6,303503.67,1,3,
qspiflash_dualflexpress_divthree-p068,4,exponential,2273566,10,227356.60,1,4,
qspiflash_dualflexpress_divthree-p068,5,exponential,2848225,15,189881.67,1,5,
qspiflash_dualflexpress_divthree-p068,6,exponential,3382387,21,161066.05,1,6,
qspiflash_dualflexpress_divthree-p068,7,exponential,3863940,28,137997.86,1,7,
qspiflash_dualflexpress_divthree-p068,8,exponential,4345492,36,120708.11,1,8,
qspiflash_dualflexpress_divthree-p068,9,exponential,4827044,45,107267.64,1,9,
qspiflash_dualflexpress_divthree-p068,10,exponential,5532191,55,100585.29,1,10,
qspiflash_dualflexpress_divthree-p068,11,exponential,6034039,66,91424.83,1,11,
qspiflash_dualflexpress_divthree-p068,12,exponential,6649481,78,85249.76,1,12,
qspiflash_dualflexpress_divthree-p068,13,exponential,7160041,91,78681.77,1,13,
qspiflash_dualflexpress_divthree-p068,14,exponential,7670601,105,73053.34,1,14,
qspiflash_dualflexpress_divthree-p068,15,exponential,8181162,120,68176.35,1,15,
qspiflash_dualflexpress_divthree-p068,16,exponential,8691722,136,63909.72,1,16,
qspiflash_dualflexpress_divthree-p068,17,exponential,9202282,153,60145.63,1,17,
qspiflash_dualflexpress_divthree-p068,18,exponential,9712842,171,56800.25,1,18,
qspiflash_dualflexpress_divthree-p068,19,exponential,10223402,190,53807.38,1,19,
qspiflash_dualflexpress_divthree-p068,20,exponential,10733962,210,51114.10,1,20,
qspiflash_dualflexpress_divthree-p068,21,exponential,11691373,231,50612.00,1,21,
qspiflash_dualflexpress_divthree-p068,22,exponential,12222229,235,52009.49,1,21,
qspiflash_dualflexpress_divthree-p068,23,exponential,12753085,242,52698.70,1,21,
qspiflash_dualflexpress_divthree-p068,24,exponential,13283941,257,51688.49,1,21,
qspiflash_dualflexpress_divthree-p068,25,exponential,14041647,271,51814.20,1,21,
qspiflash_dualflexpress_divthree-p068,26,exponential,14581215,286,50983.27,1,21,
qspiflash_dualflexpress_divthree-p068,27,exponential,15120783,338,44736.04,1,21,
qspiflash_dualflexpress_divthree-p068,28,exponential,15660351,363,43141.46,1,39,
qspiflash_dualflexpress_divthree-p068,29,exponential,16199919,411,39415.86,1,39,
qspiflash_dualflexpress_divthree-p113,1,exponential,846436,1,846436.00,1,1,
qspiflash_dualflexpress_divthree-p113,2,exponential,1325020,2,662510.00,1,1,
qspiflash_dualflexpress_divthree-p113,3,exponential,1797934,3,599311.33,1,1,
qspiflash_dualflexpress_divthree-p113,4,exponential,2244706,4,561176.50,1,1,
qspiflash_dualflexpress_divthree-p113,5,exponential,2812039,8,351504.88,1,3,
qspiflash_dualflexpress_divthree-p113,6,exponential,3339393,12,278282.75,1,4,
qspiflash_dualflexpress_divthree-p113,7,exponential,3814804,17,224400.24,1,5,
qspiflash_dualflexpress_divthree-p113,8,exponential,4290214,23,186531.04,1,6,
qspiflash_dualflexpress_divthree-p113,9,exponential,4765624,30,158854.13,1,7,
qspiflash_dualflexpress_divthree-p113,10,exponential,5461780,38,143731.05,1,8,
qspiflash_dualflexpress_divthree-p113,11,exponential,5957227,47,126749.51,1,9,
qspiflash_dualflexpress_divthree-p113,12,exponential,6452674,57,113204.81,1,10,
qspiflash_dualflexpress_divthree-p113,13,exponential,7068873,68,103954.01,1,11,
qspiflash_dualflexpress_divthree-p113,14,exponential,7572921,80,94661.51,1,12,
qspiflash_dualflexpress_divthree-p113,15,exponential,8076970,93,86849.14,1,13,
qspiflash_dualflexpress_divthree-p113,16,exponential,8581018,107,80196.43,1,14,
qspiflash_dualflexpress_divthree-p113,17,exponential,9085066,122,74467.75,1,15,
qspiflash_dualflexpress_divthree-p113,18,exponential,9589114,138,69486.33,1,16,
qspiflash_dualflexpress_divthree-p113,19,exponential,10093162,155,65117.17,1,17,
qspiflash_dualflexpress_divthree-p113,20,exponential,10597210,173,61255.55,1,18,
qspiflash_dualflexpress_divthree-p113,21,exponential,11101258,192,57819.05,1,19,
qspiflash_dualflexpress_divthree-p113,22,exponential,12066496,196,61563.76,1,19,
qspiflash_dualflexpress_divthree-p113,23,exponential,12590581,207,60824.06,1,19,
qspiflash_dualflexpress_divthree-p113,24,exponential,13114666,211,62154.82,1,19,
qspiflash_dualflexpress_divthree-p113,25,exponential,13638751,216,63142.37,1,19,
qspiflash_dualflexpress_divthree-p113,26,exponential,14395401,232,62049.14,1,19,
qspiflash_dualflexpress_divthree-p113,27,exponential,14928087,240,62200.36,1,19,
qspiflash_dualflexpress_divthree-p113,28,exponential,15460773,276,56017.29,1,19,
qspiflash_dualflexpress_divthree-p113,29,exponential,15993459,274,58370.29,1,19,
qspiflash_dualflexpress_divthree-p113,30,exponential,16526146,283,58396.28,1,19,
qspiflash_dualflexpress_divthree-p113,31,exponential,17058832,338,50469.92,1,42,
qspiflash_dualflexpress_divthree-p113,32,exponential,17591518,370,47544.64,1,51,
qspiflash_dualflexpress_divthree-p121,1,exponential,857240,1,857240.00,1,1,
qspiflash_dualflexpress_divthree-p121,2,exponential,1342003,3,447334.33,1,2,
qspiflash_dualflexpress_divthree-p121,3,exponential,1821022,6,303503.67,1,3,
qspiflash_dualflexpress_divthree-p121,4,exponential,2273566,10,227356.60,1,4,
qspiflash_dualflexpress_divthree-p121,5,exponential,2848225,15,189881.67,1,5,
qspiflash_dualflexpress_divthree-p121,6,exponential,3382387,21,161066.05,1,6,
qspiflash_dualflexpress_divthree-p121,7,exponential,3863940,28,137997.86,1,7,
qspiflash_dualflexpress_divthree-p121,8,exponential,4345492,36,120708.11,1,8,
qspiflash_dualflexpress_divthree-p121,9,exponential,4827044,41,117732.78,1,8,
qspiflash_dualflexpress_divthree-p121,10,exponential,5532191,47,117706.19,1,8,
qspiflash_dualflexpress_divthree-p121,11,exponential,6034039,59,102271.85,1,10,
qspiflash_dualflexpress_divthree-p121,12,exponential,6649481,133,49996.10,1,39,
qspiflash_dualflexpress_divthree-p161,1,exponential,857240,1,857240.00,1,1,
qspiflash_dualflexpress_divthree-p161,2,exponential,1342003,3,447334.33,1,2,
qspiflash_dualflexpress_divthree-p161,3,exponential,1821022,6,303503.67,1,3,
qspiflash_dualflexpress_divthree-p161,4,exponential,2273566,10,227356.60,1,4,
qspiflash_dualflexpress_divthree-p161,5,exponential,2848225,15,189881.67,1,5,
qspiflash_dualflexpress_divthree-p161,6,exponential,3382387,21,161066.05,1,6,
qspiflash_dualflexpress_divthree-p161,7,exponential,3863940,28,137997.86,1,7,
qspiflash_dualflexpress_divthree-p161,8,exponential,4345492,36,120708.11,1,8,
qspiflash_dualflexpress_divthree-p161,9,exponential,4827044,45,107267.64,1,9,
qspiflash_dualflexpress_divthree-p161,10,exponential,5532191,55,100585.29,1,10,
qspiflash_dualflexpress_divthree-p161,11,exponential,6034039,66,91424.83,1,11,
qspiflash_dualflexpress_divthree-p161,12,exponential,6649481,78,85249.76,1,12,
qspiflash_dualflexpress_divthree-p161,13,exponential,7160041,91,78681.77,1,13,
qspiflash_dualflexpress_divthree-p161,14,exponential,7670601,105,73053.34,1,14,
qspiflash_dualflexpress_divthree-p161,15,exponential,8181162,120,68176.35,1,15,
qspiflash_dualflexpress_divthree-p161,16,exponential,8691722,136,63909.72,1,16,
qspiflash_dualflexpress_divthree-p161,17,exponential,9202282,153,60145.63,1,17,
qspiflash_dualflexpress_divthree-p161,18,exponential,9712842,171,56800.25,1,18,
qspiflash_dualflexpress_divthree-p161,19,exponential,10223402,190,53807.38,1,19,
qspiflash_dualflexpress_divthree-p161,20,exponential,10733962,210,51114.10,1,20,
qspiflash_dualflexpress_divthree-p161,21,exponential,11691373,231,50612.00,1,21,
qspiflash_dualflexpress_divthree-p161,22,exponential,12222229,253,48309.21,1,22,
qspiflash_dualflexpress_divthree-p161,23,exponential,12753085,276,46206.83,1,23,
qspiflash_dualflexpress_divthree-p161,24,exponential,13283941,300,44279.80,1,24,
qspiflash_dualflexpress_divthree-p161,25,exponential,14041647,325,43205.07,1,25,
qspiflash_dualflexpress_divthree-p161,26,exponential,14581215,329,44319.80,1,25,
qspiflash_dualflexpress_divthree-p161,27,exponential,15120783,336,45002.33,1,25,
qspiflash_dualflexpress_divthree-p161,28,exponential,15660351,348,45001.01,1,25,
qspiflash_dualflexpress_divthree-p161,29,exponential,16199919,375,43199.78,1,25,
qspiflash_dualflexpress_divthree-p161,30,exponential,16739488,381,43935.66,1,25,
qspiflash_dualflexpress_divthree-p161,31,exponential,17279056,403,42876.07,1,25,
qspiflash_dualflexpress_divthree-p161,32,exponential,17818624,989,18016.81,3,462,
qspiflash_dualflexpress_divthree-p161,33,exponential,18358192,1002,18321.55,3,462,
qspiflash_dualflexpress_divthree-p161,34,exponential,18897760,1074,17595.68,3,462,
qspiflash_dualflexpress_divthree-p161,35,exponential,19437328,1074,18098.07,3,462,
qspiflash_dualflexpress_divthree-p161,36,exponential,19976896,553,36124.59,1,30,
qspiflash_dualflexpress_divthree-p164,10,linear,5461780,54,101144.07,1,12,
qspiflash_qflexpress_divfive-p036,1,exponential,753479,1,753479.00,1,1,
qspiflash_qflexpress_divfive-p036,2,exponential,1179772,3,393257.33,1,2,
qspiflash_qflexpress_divfive-p036,3,exponential,1601021,6,266836.83,1,3,
qspiflash_qflexpress_divfive-p036,4,exponential,1998998,10,199899.80,1,4,
qspiflash_qflexpress_divfive-p036,5,exponential,2396974,15,159798.27,1,5,
qspiflash_qflexpress_divfive-p036,6,exponential,2920164,22,132734.73,1,6,
qspiflash_qflexpress_divfive-p036,7,exponential,3397575,30,113252.50,1,7,
qspiflash_qflexpress_divfive-p036,8,exponential,3821062,1316,2903.54,2,584,
qspiflash_qflexpress_divfive-p036,9,exponential,4244548,1552,2734.89,1,513,
qspiflash_qflexpress_divfive-p036,10,exponential,4668034,8775,531.97,2,2844,
qspiflash_qflexpress_divfive-p038,10,linear,4668034,8049,579.95,2,5646,
qspiflash_qflexpress_divfive-p104,1,exponential,753479,1,753479.00,1,1,
qspiflash_qflexpress_divfive-p104,2,exponential,1179772,3,393257.33,1,2,
qspiflash_qflexpress_divfive-p104,3,exponential,1601021,4,400255.25,1,2,
qspiflash_qflexpress_divfive-p104,4,exponential,1998998,7,285571.14,1,3,
qspiflash_qflexpress_divfive-p104,5,exponential,2396974,11,217906.73,1,4,
qspiflash_qflexpress_divfive-p104,6,exponential,2920164,17,171774.35,1,5,
qspiflash_qflexpress_divfive-p104,7,exponential,3397575,25,135903.00,1,8,
qspiflash_qflexpress_divfive-p104,8,exponential,3821062,1622,2355.77,1,573,
qspiflash_qflexpress_divfive-p104,9,exponential,4244548,2165,1960.53,1,703,
qspiflash_qflexpress_divfive-p104,10,exponential,4668034,1426,3273.52,1,558,
qspiflash_qflexpress_divfive-p104,11,exponential,5091520,2952,1724.77,1,1807,
qspiflash_qflexpress_divfive-p104,12,exponential,5747302,3136,1832.69,1,994,
qspiflash_qflexpress_divfive-p107,1,exponential,759611,1,759611.00,1,1,
qspiflash_qflexpress_divfive-p107,2,exponential,1189411,3,396470.33,1,2,
qspiflash_qflexpress_divfive-p107,3,exponential,1614125,6,269020.83,1,3,
qspiflash_qflexpress_divfive-p107,4,exponential,2015378,10,201537.80,1,4,
qspiflash_qflexpress_divfive-p107,5,exponential,2524879,15,168325.27,1,5,
qspiflash_qflexpress_divfive-p107,6,exponential,2944125,21,140196.43,1,6,
qspiflash_qflexpress_divfive-p107,7,exponential,3425463,28,122337.96,1,7,
qspiflash_qflexpress_divfive-p107,8,exponential,3852436,36,107012.11,1,8,
qspiflash_qflexpress_divfive-p107,9,exponential,4279408,45,95097.96,1,9,
qspiflash_qflexpress_divfive-p107,10,exponential,4706380,55,85570.55,1,10,
qspiflash_qflexpress_divfive-p107,11,exponential,5133352,66,77778.06,1,11,
qspiflash_qflexpress_divfive-p107,12,exponential,5794531,78,74288.86,1,12,
qspiflash_qflexpress_divfive-p107,13,exponential,6239497,91,68565.90,1,13,
qspiflash_qflexpress_divfive-p107,14,exponential,6800637,105,64767.97,1,14,
qspiflash_qflexpress_divfive-p107,15,exponential,7253329,120,60444.41,1,15,
qspiflash_qflexpress_divfive-p107,16,exponential,7706022,136,56661.93,1,16,
qspiflash_qflexpress_divfive-p107,17,exponential,8158714,141,57863.22,1,16,
qspiflash_qflexpress_divfive-p107,18,exponential,8611406,151,57029.18,1,16,
qspiflash_qflexpress_divfive-p107,19,exponential,9064098,170,53318.22,1,16,
qspiflash_qflexpress_divfive-p107,20,exponential,9516790,794,11985.88,4,606,
qspiflash_qflexpress_divfive-p107,21,exponential,9969482,652,15290.62,3,426,
qspiflash_qflexpress_divfive-p107,22,exponential,10422174,329,31678.34,3,62,
qspiflash_qflexpress_divfive-p107,23,exponential,10874866,326,33358.48,5,51,
qspiflash_qflexpress_divfive-p107,24,exponential,11777693,337,34948.64,6,51,
qspiflash_qflexpress_divfive-p107,25,exponential,12248379,330,37116.30,1,60,
qspiflash_qflexpress_divfive-p107,26,exponential,12719065,489,26010.36,1,156,
qspiflash_qflexpress_divfive-p113,1,exponential,754939,1,754939.00,1,1,
qspiflash_qflexpress_divfive-p113,2,exponential,1182067,3,394022.33,1,2,
qspiflash_qflexpress_divfive-p113,3,exponential,1604141,142,11296.77,10,120,
qspiflash_qflexpress_divfive-p113,4,exponential,2002898,2715,737.72,24,2520,
qspiflash_qflexpress_divfive-p113,5,exponential,2401654,639,3758.46,23,304,
qspiflash_qflexpress_divfive-p113,6,exponential,2925869,4598,636.34,22,3900,
qspiflash_qflexpress_divfive-p113,8,exponential,3828532,19183,199.58,24,9942,
qspiflash_qflexpress_divfive-p121,1,exponential,753479,1,753479.00,1,1,
qspiflash_qflexpress_divfive-p121,2,exponential,1179772,2,589886.00,1,1,
qspiflash_qflexpress_divfive-p121,3,exponential,1601021,4,400255.25,1,2,
qspiflash_qflexpress_divfive-p121,4,exponential,1998998,94,21265.94,2,47,
qspiflash_qflexpress_divfive-p121,5,exponential,2396974,183,13098.22,2,110,
qspiflash_qflexpress_divfive-p121,6,exponential,2920164,264,11061.23,2,110,
qspiflash_qflexpress_divfive-p121,7,exponential,3397575,1516,2241.14,1,926,
qspiflash_qflexpress_divfive-p121,8,exponential,3821062,4101,931.74,1,2100,
shift1add2048,10,linear,151089,55,2747.07,1,10,
shift1add256,10,linear,127102,56,2269.68,1,10,
shift1add262144,10,linear,199782,55,3632.40,1,10,
shift1add512,10,linear,133892,57,2348.98,1,11,
shift_register_top_w128_d16_e0,1,exponential,5938680,2,2969340.00,2,2,
shift_register_top_w128_d16_e0,2,exponential,9062470,648,13985.29,257,391,
shift_register_top_w16_d16_e0,1,exponential,694913,2,347456.50,2,2,
shift_register_top_w16_d16_e0,2,exponential,1042342,119,8759.18,55,64,
shift_register_top_w16_d16_e0,3,exponential,1484957,960,1546.83,60,739,
shift_register_top_w16_d16_e0,5,exponential,2227406,108758,20.48,33,105154,
