instance_name,K,formula_size,proofdoor_size,largest_interpolant_size,ratio,y_mode,y_value
nusmvreactorp3,9,0,0,0,nan,max_dependence,0.0
nusmvsyncarb5p2,1,0,0,0,nan,max_dependence,1.0
nusmvsyncarb5p2,2,0,0,0,nan,max_dependence,1.0
nusmvsyncarb5p2,3,0,0,0,nan,max_dependence,1.0
nusmvsyncarb5p2,4,0,0,0,nan,max_dependence,1.0
nusmvsyncarb5p2,5,0,0,0,nan,max_dependence,1.0
nusmvsyncarb5p2,6,0,0,0,nan,max_dependence,1.0
nusmvsyncarb5p2,7,0,0,0,nan,max_dependence,1.0
nusmvsyncarb5p2,8,0,0,0,nan,max_dependence,1.0
nusmvsyncarb5p2,9,0,0,0,nan,max_dependence,1.0
oc8051gm1edata,1,0,0,0,nan,max_dependence,1.0
oc8051gm1edata,2,0,0,0,nan,max_dependence,1.0
oc8051gm1edata,3,0,0,0,nan,max_dependence,1.0
oc8051gm1edata,4,0,0,0,nan,max_dependence,1.0
oc8051gm1edata,5,0,0,0,nan,max_dependence,1.0
oc8051gm1edata,6,0,0,0,nan,max_dependence,1.0
oc8051gm1edata,7,0,0,0,nan,max_dependence,1.0
oc8051gm1edata,8,0,0,0,nan,max_dependence,1.0
oc8051gm1edata,9,0,0,0,nan,max_dependence,1.0
oc8051gm2daddr,1,0,0,0,nan,max_dependence,1.0
oc8051gm2daddr,2,0,0,0,nan,max_dependence,1.0
oc8051gm2daddr,3,0,0,0,nan,max_dependence,1.0
oc8051gm2daddr,4,0,0,0,nan,max_dependence,1.0
oc8051gm2daddr,5,0,0,0,nan,max_dependence,1.0
oc8051gm2daddr,6,0,0,0,nan,max_dependence,1.0
oc8051gm2daddr,7,0,0,0,nan,max_dependence,1.0
oc8051gm2daddr,8,0,0,0,nan,max_dependence,1.0
oc8051gm2daddr,9,0,0,0,nan,max_dependence,1.0
oc8051gm7daddr,1,0,0,0,nan,max_dependence,1.0
oc8051gm7daddr,2,0,0,0,nan,max_dependence,1.0
oc8051gm7daddr,3,0,0,0,nan,max_dependence,1.0
oc8051gm7daddr,4,0,0,0,nan,max_dependence,1.0
oc8051gm7daddr,5,0,0,0,nan,max_dependence,1.0
oc8051gm7daddr,6,0,0,0,nan,max_dependence,1.0
oc8051gm7daddr,7,0,0,0,nan,max_dependence,1.0
oc8051gm7daddr,8,0,0,0,nan,max_dependence,1.0
oc8051gm7daddr,9,0,0,0,nan,max_dependence,1.0
oc8051gm98addr,1,0,0,0,nan,max_dependence,1.0
oc8051gm98addr,2,0,0,0,nan,max_dependence,1.0
oc8051gm98addr,3,0,0,0,nan,max_dependence,1.0
