instance_name,category,formula_size,proofdoor_size,formula-pd-size-ratio,smallest_interpolant_size,largest_interpolant_size
qspiflash_qflexpress_divfive-p017,linear,84577,26,,NA,NA,partial done (3/10),not available,not available,,not available,not available,
qspiflash_qflexpress_divfive-p038,linear,84577,8049,10.51,2,5646,success (10/10),not available,not available,,not available,not available,
rast-p01,linear,1775905,1,,NA,NA,partial done (1/10),not available,not available,,not available,not available,
rast-p03,linear,1775905,1,,NA,NA,partial done (1/10),not available,not available,,not available,not available,
rast-p04,linear,1775905,1,,NA,NA,partial done (1/10),not available,not available,,not available,not available,
rast-p06,linear,1775905,1,,NA,NA,partial done (1/10),not available,not available,,not available,not available,
rast-p11,linear,1775905,2,,NA,NA,partial done (2/10),not available,not available,,not available,not available,
rast-p18,linear,1775905,1,,NA,NA,partial done (1/10),not available,not available,,not available,not available,
rast-p19,linear,1775905,1,,NA,NA,partial done (1/10),not available,not available,,not available,not available,
ringp0,linear,4843,not started,,NA,NA,not started,not available,not available,,not available,not available,
shift1add2048,linear,3617,55,65.76,1,10,success (10/10),not available,not available,,not available,not available,
shift1add256,linear,3119,56,55.70,1,10,success (10/10),not available,not available,,not available,not available,
shift1add262144,linear,4779,55,86.89,1,10,success (10/10),not available,not available,,not available,not available,
shift1add512,linear,3285,57,57.63,1,11,success (10/10),not available,not available,,not available,not available,
srg5ptimo,linear,10112,not started,,NA,NA,not started,not available,not available,,not available,not available,
stack-p1,linear,1212182,910,,NA,NA,partial done (9/10),not available,not available,,not available,not available,
stack-p2,linear,1212182,51,,NA,NA,partial done (2/10),not available,not available,,not available,not available,
texasifetch1p1,linear,20090,14,1435.00,1,5,success (10/10),not available,not available,,not available,not available,
texasifetch1p8,linear,19958,not started,,NA,NA,not started,not available,not available,,not available,not available,
texasparsesysp2,linear,391791,40,9794.77,2,11,success (10/10),not available,not available,,not available,not available,
